ID,Last,First,nickname,play_debut,HOF
roonf101,Rooney,Frank,Frank,04/18/1914,NOT
roonp101,Rooney,Patrick Eugene,Pat,09/09/1981,NOT
rootc101,Root,Charles Henry,Charlie,04/18/1923,NOT
ropej001,Roper,John Christopher,John,05/16/1993,NOT
roquj101,Roque,Jorge (Vargas),Jorge,09/04/1970,NOT
roqur001,Roque,Rafael Antonio,Rafael,08/01/1998,NOT
rortb001,Rortvedt,Benjamin Thomas,Ben,04/30/2021,
rosaa001,Rosales,Adam Marcos,Adam,08/09/2008,NOT
rosaa002,Rosario,Alberto,Alberto,07/09/2016,NOT
rosaa003,Rosario,German Amed,Amed,08/01/2017,NOT
rosaa004,Rosa,Adonis Enmanuel,Adonis,08/13/2019,
rosab101,Rosar,Warren Vincent,Buddy,04/29/1939,NOT
rosac001,Rosa,Carlos (Mayi),Carlos,06/14/2008,NOT
rosae001,Rosario,Eddie Manuel,Eddie,05/06/2015,NOT
rosaf001,Del Rosario,Francisco Alberto (Divison),Francisco,05/06/2006,NOT
rosaj001,Rosado,Jose Antonio,Jose,06/12/1996,NOT
rosaj101,Rosario,Angel Ramon (Ferrer),Jimmy,04/08/1971,NOT
rosal001,Rosales,Leonel,Leo,06/15/2008,NOT
rosal101,Rosado,Luis (Robles),Luis,09/08/1977,NOT
rosam001,Rosario,Melvin Gregorio,Melvin,09/11/1997,NOT
rosar001,Rosario,Rodrigo,Rodrigo,06/21/2003,NOT
rosar002,Rosario,Randy Miguel,Randy,06/02/2017,NOT
rosas001,Rosario,Sandy,Sandy,09/23/2010,NOT
rosas101,Rosario,Santiago,Santiago,06/23/1965,NOT
rosav001,Rosario,Victor Manuel (Rivera),Victor,09/06/1990,NOT
rosaw001,Rosario,Wilin Arismendy,Wilin,09/06/2011,NOT
rosea101,Rosen,Albert Leonard,Al,09/10/1947,NOT
roseb001,Rose,Robert Richard,Bobby,08/12/1989,NOT
roseb002,Rose,Brian Leonard,Brian,07/25/1997,NOT
roseb003,Rosenberg,Brian James,B.J.,06/09/2012,NOT
roseb101,Roser,John William Joseph,Bunny,08/24/1922,NOT
roseb102,Roselli,Robert Edward,Bob,08/16/1955,NOT
rosec101,Roseman,James John,Chief,05/01/1882,NOT
rosec102,Rose,Charles Alfred,Chuck,09/13/1909,NOT
rosed101,Rosello,David (Rodriguez),Dave,09/10/1972,NOT
rosed102,Rose,Donald Gary,Don,09/15/1971,NOT
roseg101,Rosen,Goodwin George,Goody,09/14/1937,NOT
roseh101,Rosenberg,Harry,Harry,07/15/1930,NOT
rosej101,Roseboro,John Junior,John,06/14/1957,NOT
rosel101,Rosenthal,Lawrence John,Larry,06/20/1936,NOT
rosel102,Rosenberg,Louis,Lou,05/22/1923,NOT
rosem001,Rose,Michael John-Ferrero,Mike,10/01/2004,NOT
rosem101,Rosenfeld,Max,Max,04/21/1931,NOT
rosep001,Rose,"Peter Edward, Sr.",Pete,04/08/1963,NOT
rosep002,Rose,"Peter Edward, Jr.",Pete,09/01/1997,NOT
roses001,Rosenberg,Steven Allen,Steve,06/04/1988,NOT
roses101,Roser,Emerson Corey,Steve,05/05/1944,NOT
roses102,Rosenthal,Simon,Sy,09/08/1925,NOT
roset001,Rosenthal,Trevor Jordan,Trevor,07/18/2012,NOT
rosew001,Rosenthal,Wayne Scott,Wayne,06/26/1991,NOT
rosez101,Rosebraugh,Eli Ethelbert,Rosie,09/21/1898,NOT
rosis001,Rosin,Seth Daniel,Seth,03/31/2014,NOT
roskj001,Roskos,John Edward,John,04/20/1998,NOT
rossb101,Ross,Floyd Robert,Bob,06/16/1950,NOT
rossb102,Ross,Lee Ravon,Buck,05/07/1936,NOT
rossb103,Ross,Chester Franklin,Buster,06/15/1924,NOT
rossc001,Ross,Cody Joseph,Cody,07/04/2003,NOT
rossc101,Rossman,Claud,Claude,09/16/1904,NOT
rossc102,Ross,Clifford David,Cliff,09/11/1954,NOT
rossc103,Ross,Chester James,Chet,09/13/1939,NOT
rossd001,Ross,David Wade,David,06/29/2002,NOT
rossd101,Ross,Donald Raymond,Don,04/19/1938,NOT
rosse101,Ross,Ernest Bertram,Ernie,09/17/1902,NOT
rossf101,Rosso,Francis James,Frank,09/15/1944,NOT
rossg101,Ross,George Sidney,George,06/27/1918,NOT
rossg102,Ross,Gary Douglas,Gary,06/28/1968,NOT
rossj001,Rosselli,Joseph Donald,Joe,04/30/1995,NOT
rossj002,Ross,Joseph Andrew,Joe,06/06/2015,NOT
rossj101,Rossi,Joseph Anthony,Joe,04/20/1952,NOT
rossm001,Ross,Mark Joseph,Mark,09/12/1982,NOT
rossr001,Rossy,Elam Jose (Ramos),Rico,09/11/1991,NOT
rossr002,Ross,Robert Charles,Robbie,04/08/2012,NOT
rossr003,Rosso,Ramon Antonio,Ramon,07/24/2020,
rosst001,Ross,Tyson William,Tyson,04/07/2010,NOT
rossz001,Rosscup,Zachary M.,Zac,09/03/2013,NOT
rotbm101,Rotblatt,Marvin,Marv,07/04/1948,NOT
rothb101,Rothermel,Edward Hill,Bobby,06/18/1899,NOT
rothb102,Roth,Robert Frank,Braggo,09/01/1914,NOT
rothb103,Rothel,Robert Burton,Bob,04/22/1945,NOT
rothc101,Rothgeb,Claude James,Claude,06/17/1905,NOT
rothf101,Roth,Francis Charles,Frank,04/18/1903,NOT
rothj101,Rothrock,Jack Houston,Jack,07/28/1925,NOT
rothj102,Rothfuss,John Albert,Jack,08/02/1897,NOT
rothl101,Rothschild,Lawrence Lee,Larry,09/11/1981,NOT
rothm001,Roth,Michael Thomas,Michael,04/13/2013,NOT
rottv001,Rottino,Vincent Antonio,Vinny,09/01/2006,NOT
roung101,Rounsaville,Virle Gene,Gene,04/07/1970,NOT
rouse101,Roush,Edd J.,Edd,08/20/1913,HOF
rousm001,Rouse,Michael Gregory,Mike,06/09/2006,NOT
routp101,Routcliffe,Philip John,Phil,04/21/1890,NOT
rowaa001,Rowand,Aaron Ryan,Aaron,06/16/2001,NOT
rowad101,Rowan,David,Dave,05/27/1911,NOT
rowaj101,Rowan,John Albert,Jack,09/06/1906,NOT
rowdw001,Rowdon,Wade Lee,Wade,09/08/1984,NOT
roweb001,Rowen,Benjamin Ramon,Ben,06/15/2014,NOT
roweb101,Rowell,Carvel William,Bama,09/03/1939,NOT
rowed101,Rowe,Donald Howard,Don,04/09/1963,NOT
rowed102,Rowe,David Elwood,Dave,05/30/1877,NOT
rowee101,Rowen,W. Edward,Ed,05/01/1882,NOT
roweh101,Rowe,Harland Stimson,Harland,06/23/1916,NOT
rowej101,Rowe,John Charles,Jack,09/06/1879,NOT
rowek101,Rowe,Kenneth Darrell,Ken,04/14/1963,NOT
rowes101,Rowe,Lynwood Thomas,Schoolboy,04/15/1933,NOT
rowlc001,Rowley,Christopher Ryan,Chris,08/12/2017,NOT
rowlc101,Rowland,Charlie Leland,Chuck,05/11/1923,NOT
rowlm101,Rowland,Michael Evan,Mike,07/25/1980,NOT
rowlr001,Rowland,Richard Garnet,Rich,09/07/1990,NOT
rowlr002,Rowland-Smith,Ryan Benjamin,Ryan,06/22/2007,NOT
roxbj101,Roxburgh,James Henry,Jim,05/30/1884,NOT
roy-c101,Roy,Robert Charles,Charlie,06/27/1906,NOT
roy-e101,Roy,Emil Arthur,Emil,09/30/1933,NOT
royes001,Royer,Stanley Dean,Stan,09/11/1991,NOT
roy-j101,Roy,Jean-Pierre,Jean-Pierre,05/05/1946,NOT
roy-l101,Roy,Luther Franklin,Luther,06/12/1924,NOT
roy-n101,Roy,Norman Brooks,Normie,04/23/1950,NOT
roysj001,Royster,Jeron Kennis,Jerry,08/14/1973,NOT
roysw101,Royster,Willie Arthur,Willie,09/03/1981,NOT
rozed001,Rozema,David Scott,Dave,04/11/1977,NOT
rozed101,Rozek,Richard Louis,Dick,04/29/1950,NOT
roznv101,Roznovsky,Victor Joseph,Vic,06/28/1964,NOT
ruanw001,Ruan,Wilkin Chal,Wilkin,09/01/2002,NOT
rua-r001,Rua,Ryan,Ryan,08/29/2014,NOT
rubea101,Rubeling,Albert William,Al,04/16/1940,NOT
rubes101,Ruberto,John Edward,Sonny,05/25/1969,NOT
rubij101,Rubio,Jorge Jesus (Chavez),Jorge,04/21/1966,NOT
rubla101,Ruble,William Arthur,Art,04/18/1927,NOT
rucid001,Rucinski,Andrew James,Drew,07/10/2014,NOT
ruckd001,Rucker,David Michael,Dave,04/12/1981,NOT
ruckj101,Rucker,John Joel,Johnny,04/16/1940,NOT
ruckm001,Rucker,Michael Patrick,Michael,07/30/2021,
ruckn101,Rucker,George Napoleon,Nap,04/15/1907,NOT
ruddj101,Rudderham,John Edmund,John,09/18/1884,NOT
rudij101,Rudi,Joseph Oden,Joe,04/11/1967,NOT
rudod101,Rudolph,Richard,Dick,09/30/1910,NOT
rudod102,Rudolph,John Herman,Dutch,07/03/1903,NOT
rudod103,Rudolph,Frederick Donald,Don,09/21/1957,NOT
rudoe101,Rudolph,Ernest William,Ernie,06/16/1945,NOT
rudok101,Rudolph,Kenneth Victor,Ken,04/20/1969,NOT
ruebm001,Ruebel,Matthew Alexander,Matt,05/21/1996,NOT
ruelm101,Ruel,Herold Dominic,Muddy,05/29/1915,NOT
ruetd101,Ruether,Walter Henry,Dutch,04/13/1917,NOT
ruetk001,Rueter,Kirk Wesley,Kirk,07/07/1993,NOT
ruf-d001,Ruf,Darin Cortland,Darin,09/14/2012,NOT
rufer101,Rufer,Rudolph Joseph,Rudy,09/22/1949,NOT
ruffb001,Ruffin,Bruce Wayne,Bruce,06/28/1986,NOT
ruffc001,Ruffin,Chance Kraig,Chance,07/25/2011,NOT
ruffj001,Ruffin,Johnny Renando,Johnny,08/08/1993,NOT
ruffr101,Ruffing,Charles Herbert,Red,05/31/1924,HOF
ruffs001,Ruffcorn,Scott Patrick,Scott,06/19/1993,NOT
ruggj001,Ruggiano,Justin Marshall,Justin,09/19/2007,NOT
ruhlv001,Ruhle,Vernon Gerald,Vern,09/09/1974,NOT
ruizc001,Ruiz,Carlos Joaquin,Carlos,05/06/2006,NOT
ruizc101,Ruiz,Manuel (Cruz),Chico,07/29/1978,NOT
ruizc102,Ruiz,Giraldo (Sablon),Chico,04/13/1964,NOT
ruizj001,Ruiz,Jose Rafael,Jose,07/24/2017,NOT
ruizk001,Ruiz,Keibert Jose,Keibert,08/16/2020,
ruizr001,Ruiz,Randy Radames,Randy,08/01/2008,NOT
ruizr002,Ruiz,Rio Noble,Rio,09/18/2016,NOT
rullj101,Rullo,Joseph Vincent,Joe,09/22/1943,NOT
rumbn001,Rumbelow,Nicholas Bruno,Nick,06/23/2015,NOT
rumlw101,Rumler,William George,William,05/04/1914,NOT
rundr001,Rundles,Richard Lambert,Rich,09/03/2008,NOT
rungp001,Runge,Paul William,Paul,09/25/1981,NOT
runnp101,Runnels,James Edward,Pete,07/01/1951,NOT
runnt001,Runnells,Thomas William,Tom,08/10/1985,NOT
runys001,Runyan,Sean David,Sean,03/31/1998,NOT
runzd001,Runzler,Daniel Joseph,Dan,09/04/2009,NOT
rupej001,Rupe,Joshua Matthew,Josh,09/16/2005,NOT
ruper001,Rupe,Ryan Kittman,Ryan,05/05/1999,NOT
ruppc001,Rupp,Cameron Arthur,Cameron,09/10/2013,NOT
ruscg001,Rusch,Glendon James,Glendon,04/06/1997,NOT
rusha101,Rush,Jesse Howard,Andy,04/16/1925,NOT
rushb101,Rush,Robert Ransom,Bob,04/22/1948,NOT
rushj001,Rushford,James Thomas,Jim,09/03/2002,NOT
rusia101,Rusie,Amos Wilson,Amos,05/09/1889,HOF
rusic001,Rusin,Christopher Patrick,Chris,08/21/2012,NOT
rusks001,Ruskin,Scott Drew,Scott,04/09/1990,NOT
russa001,Russell,Adam William,Adam,06/17/2008,NOT
russa002,Russell,Addison Wayne,Addison,04/21/2015,NOT
russa101,Russell,Allen,Allen,09/13/1915,NOT
russb001,Russell,William Ellis,Bill,04/07/1969,NOT
russh101,Russell,Harvey Holmes,Harvey,04/17/1914,NOT
russj001,Russell,Jeffrey Lee,Jeff,08/13/1983,NOT
russj002,Russell,John William,John,06/22/1984,NOT
russj003,Russell,James Clayton,James,04/05/2010,NOT
russj101,Russell,John Albert,John,07/04/1917,NOT
russj102,Russell,James William,Jim,09/12/1942,NOT
russj103,Russell,Jack Erwin,Jack,05/05/1926,NOT
russj104,Russ,John,John,07/04/1882,NOT
russk001,Russo,Kevin Alexander,Kevin,05/08/2010,NOT
russl101,Russell,Clarence Dickson,Lefty,10/01/1910,NOT
russl102,Russell,Lloyd Opal,Lloyd,04/26/1938,NOT
russm101,Russo,Marius Ugo,Marius,06/06/1939,NOT
russp101,Russell,Paul A.,Paul,07/29/1894,NOT
russr101,Russell,Glen David,Rip,05/05/1939,NOT
russr102,Russell,Ewell Albert,Reb,04/18/1913,NOT
rustd101,Rusteck,Richard Frank,Dick,06/10/1966,NOT
ruszh101,Ruszkowski,Henry Alexander,Hank,09/26/1944,NOT
ruthb101,Ruth,George Herman,Babe,07/11/1914,HOF
ruthd001,Ruthven,Richard David,Dick,04/17/1973,NOT
ruthj101,Rutherford,John William,Johnny,04/30/1952,NOT
ruthj102,Rutherford,James Hollis,Jim,07/12/1910,NOT
rutlj001,Rutledge,Joshua Alan,Josh,07/13/2012,NOT
rutnm101,Rutner,Milton,Mickey,09/11/1947,NOT
ryalm001,Ryal,Mark Dwayne,Mark,09/07/1982,NOT
ryalr001,Ryal,Rusty Allen,Rusty,08/10/2009,NOT
ryanb001,Ryan,Robert Victor,B.J.,07/28/1999,NOT
ryanb002,Ryan,Brendan Wood,Brendan,06/02/2007,NOT
ryanb101,Ryan,John Collins,Blondy,07/13/1930,NOT
ryanb102,Ryan,John Budd,Buddy,04/11/1912,NOT
ryanc101,Ryan,Daniel R.,Cyclone,08/08/1887,NOT
ryanc102,Ryan,Cornelius Joseph,Connie,04/14/1942,NOT
ryand001,Ryan,Dusty Mitchell,Dusty,09/04/2008,NOT
ryanj001,Ryan,Jason Paul,Jason,08/24/1999,NOT
ryanj002,Ryan,Joseph Philip,Joe,09/01/2021,
ryanj101,Ryan,John A.,John,06/11/1884,NOT
ryanj102,Ryan,Jack,Jack,07/02/1908,NOT
ryanj103,Ryan,John Bernard,Jack,09/02/1889,NOT
ryanj104,Ryan,John Francis,Jack,06/18/1929,NOT
ryanj105,Ryan,James Edward,Jimmy,10/08/1885,NOT
ryanj106,Ryan,John Joseph,Johnny,08/19/1873,NOT
ryank001,Ryan,Kenneth Frederick,Ken,08/31/1992,NOT
ryank002,Ryan,Kyle,Kyle,08/30/2014,NOT
ryanm001,Ryan,Michael Sean,Mike,09/20/2002,NOT
ryanm101,Ryan,Michael James,Mike,10/03/1964,NOT
ryanm102,Ryan,Michael Patrick,Mike,07/25/1895,NOT
ryann001,Ryan,Lynn Nolan,Nolan,09/11/1966,HOF
ryanr001,Ryan,Robert James,Rob,08/20/1999,NOT
ryanr101,Ryan,Wilfred Patrick Dolan,Rosy,09/07/1919,NOT
rybam101,Ryba,Dominic Joseph,Mike,09/22/1935,NOT
rydet101,Ryder,Thomas,Tom,07/22/1884,NOT
rye-g101,Rye,Eugene Rudolph,Gene,04/22/1931,NOT
ryerg101,Ryerson,Gary Lawrence,Gary,06/28/1972,NOT
ryu-h001,Ryu,Hyun-Jin,Hyun-Jin,04/02/2013,NOT
ryu-j001,Ryu,Jae Kuk,Jae Kuk,05/14/2006,NOT
rzepm001,Rzepczynski,Marc Walter,Marc,07/07/2009,NOT
saark001,Saarloos,Kirk Craig,Kirk,06/18/2002,NOT
sabac001,Sabathia,Carsten Charles,CC,04/08/2001,NOT
sabeb001,Saberhagen,Bret William,Bret,04/04/1984,NOT
sabee001,Sabel,Erik Douglas,Erik,07/09/1999,NOT
saboa101,Sabo,Alexander,Alex,08/01/1936,NOT
saboc001,Sabo,Christopher Andrew,Chris,04/04/1988,NOT
saccm001,Saccomanno,Mark Edison,Mark,09/08/2008,NOT
sackb001,Sackinsky,Brian Walter,Brian,04/20/1996,NOT
sackf101,Sacka,Frank,Frank,04/29/1951,NOT
sadem101,Sadek,Michael George,Mike,04/13/1973,NOT
sader101,Sadecki,Raymond Michael,Ray,05/19/1960,NOT
sadlb001,Sadler,William Henry,Billy,09/15/2006,NOT
sadlc001,Sadler,William Carl,Carl,07/31/2002,NOT
sadlc002,Sadler,Casey Scott,Casey,05/02/2014,NOT
sadld001,Sadler,Donnie Lamont,Donnie,04/01/1998,NOT
sadlr001,Sadler,Raymond Lee,Ray,05/08/2005,NOT
sadob101,Sadowski,Robert Frank,Bob,09/16/1960,NOT
sadob102,Sadowski,Robert,Bob,06/19/1963,NOT
sadoe101,Sadowski,Edward Roman,Ed,04/20/1960,NOT
sadoj101,Sadowski,James Michael,Jim,04/27/1974,NOT
sador001,Sadowski,Ryan Keith,Ryan,06/28/2009,NOT
sadot101,Sadowski,Theodore,Ted,09/02/1960,NOT
sadzc001,Sadzeck,Connor William,Connor,09/01/2018,NOT
saenc001,Saenz,Christopher Andrew,Chris,04/24/2004,NOT
saeno001,Saenz,Olmedo (Sanchez),Olmedo,05/28/1994,NOT
safft101,Saffell,Thomas Judson,Tom,07/01/1949,NOT
sagea001,Sager,Anthony Joseph,A.J.,04/04/1994,NOT
sageh101,Sage,Harry,Harry,04/17/1890,NOT
sagep101,Sager,Samuel B.,Pony,05/06/1871,NOT
sagmm001,Sagmoen,Marc Richard,Marc,04/15/1997,NOT
saiev101,Saier,Victor Sylvester,Vic,05/03/1911,NOT
sainj101,Sain,John Franklin,Johnny,04/17/1942,NOT
saipm001,Saipe,Michael Eric,Mike,06/25/1998,NOT
saitt001,Saito,Takashi,Takashi,04/09/2006,NOT
sakal001,Sakata,Lenn Haruki,Lenn,07/21/1977,NOT
salaa001,Salazar,Argenis Antonio (Yepez),Angel,08/10/1983,NOT
salad001,Salazar,Daniel Dariel (del Rosario),Danny,07/11/2013,NOT
salaf001,Salas,Noel Fernando,Fernando,05/28/2010,NOT
salaj001,Salas,Juan,Juan,09/05/2006,NOT
salaj002,Salazar,Jeffrey Dewan,Jeff,09/07/2006,NOT
salal001,Salazar,Luis Ernesto (Garcia),Luis,08/15/1980,NOT
salam001,Salas,Mark Bruce,Mark,06/19/1984,NOT
salam002,Salas,Marino (Ortega),Marino,05/13/2008,NOT
salao001,Salazar,Oscar Enrique,Oscar,04/10/2002,NOT
salat001,Saladino,Tyler Artolo,Tyler,07/10/2015,NOT
salec001,Sale,Christopher,Chris,08/06/2010,NOT
salee101,Sales,Edward A.,Ed,07/15/1890,NOT
salef101,Sale,Frederick Link,Freddy,06/30/1924,NOT
salih101,Salisbury,Henry H.,Harry,08/28/1879,NOT
salis101,Salisbury,William Ansil,Solly,04/19/1902,NOT
salkb101,Salkeld,William Franklin,Bill,04/18/1945,NOT
salkr001,Salkeld,Roger William,Roger,09/08/1993,NOT
salls101,Sallee,Harry Franklin,Slim,04/16/1908,NOT
salmb001,Salmon,Bradley Keith,Brad,05/01/2007,NOT
salmc101,Salmon,Rutherford Eduardo,Chico,06/28/1964,NOT
salmr101,Salmon,Roger Elliott,Roger,05/03/1912,NOT
salmt001,Salmon,Timothy James,Tim,08/21/1992,NOT
saloa001,Salome,Angel Isaac,Angel,09/03/2008,NOT
saltj001,Saltalamacchia,Jarrod Scott,Jarrod,05/02/2007,NOT
saltj101,Saltzgaver,Otto Hamlin,Jack,04/12/1932,NOT
salvg101,Salve,Augustus William,Gus,09/04/1908,NOT
salvj101,Salveson,John Theodore,Jack,06/03/1933,NOT
salvm101,Salvo,Manuel,Manny,04/22/1939,NOT
samaj001,Samardzija,Jeffrey Alan,Jeff,07/25/2008,NOT
sambj001,Sambito,Joseph Charles,Joe,07/20/1976,NOT
samce101,Samcoff,Edward William,Ed,04/21/1951,NOT
samfr101,Samford,Ronald Edward,Ron,04/15/1954,NOT
sammc001,Sammons,Clint Joseph,Clint,09/12/2007,NOT
sampa001,Sampson,Adrian David,Adrian,06/18/2016,NOT
sampb001,Sample,William Amos,Billy,09/02/1978,NOT
sampb002,Sampen,William Albert,Bill,04/10/1990,NOT
sampb003,Sampson,Benjamin Damon,Benj,09/09/1998,NOT
sampc001,Sampson,Christopher Keith,Chris,06/02/2006,NOT
sampk001,Sampson,Keyvius N.,Keyvius,07/30/2015,NOT
samua101,Samuel,Amado Ruperto,Amado,04/10/1962,NOT
samui101,Samuels,Samuel Earle,Ike,08/03/1895,NOT
samuj001,Samuel,Juan Milton,Juan,08/24/1983,NOT
samuj101,Samuels,Joseph Jonas,Joe,04/23/1930,NOT
samur001,Samuels,Roger Howard,Roger,07/20/1988,NOT
sanaa001,Sanabia,Alejandro,Alex,06/24/2010,NOT
sanac001,Sanabria,Carlos Miguel,Carlos,08/05/2020,
sanbg101,Sandberg,Gustave E.,Gus,05/11/1923,NOT
sanca001,Sanchez,Alejandro (Pimentel),Alejandro,09/06/1982,NOT
sanca002,Sanchez,Alex Anthony,Alex,05/23/1989,NOT
sanca003,Sanchez,Alexis,Alex,06/15/2001,NOT
sanca004,Sanchez,Anibal Alejandro,Anibal,06/25/2006,NOT
sanca005,Sanchez,Angel Luis,Angel,09/23/2006,NOT
sanca006,Sanchez,Aaron Jacob,Aaron,07/23/2014,NOT
sanca007,Sanchez,Adrian Arturo (Tomas),Adrian,06/30/2017,NOT
sanca008,Sanchez,Angel Luis,Angel,08/24/2017,NOT
sanca009,Sanchez,Ali Miguel,Ali,08/10/2020,
sancb001,Sanches,Brian Lee,Brian,06/01/2006,NOT
sancc001,Sanchez,Yolmer Carlos,Yolmer,07/13/2014,NOT
sancc002,Sanchez,Cristopher Alexis,Cristopher,06/06/2021,
sancc101,Sanchez,Celerino (Perez),Celerino,06/13/1972,NOT
sancd001,Sanchez,Duaner,Duaner,06/14/2002,NOT
sance001,Sanchez,Eduardo Nazareth (Guzman),Eduardo,04/13/2011,NOT
sancf001,Sanchez,Frederick Philip,Freddy,09/10/2002,NOT
sancf002,Sanchez,Felix Antonio,Felix,09/03/2003,NOT
sancg001,Sanchez,Gabriel,Gaby,09/17/2008,NOT
sancg002,Sanchez,Gary,Gary,10/03/2015,NOT
sanch001,Sanchez,Humberto A.,Humberto,09/18/2008,NOT
sanch002,Sanchez,Hector Enrique,Hector,07/15/2011,NOT
sanci001,Sanchez,Israel (Matos),Israel,07/07/1988,NOT
sancj001,Sanchez,Jesus Paulino,Jesus,03/31/1998,NOT
sancj002,Sanchez,Jonathan O.,Jonathan,05/28/2006,NOT
sancj003,Sanchez,Jesus,Jesus,08/21/2020,
sancl001,Sanchez,Luis Mercedes Escoba,Luis,04/10/1981,NOT
sancm001,Sanchez,Miguel Angel,Miguel,06/22/2021,
sanco001,Sanchez,Orlando (Marquez),Orlando,05/06/1981,NOT
sancr001,Sanchez,Rey Francisco (Guadalupe),Rey,09/08/1991,NOT
sancr002,Sanchez,Romulo Ignacio (Oviedo),Romulo,08/26/2007,NOT
sancr003,Sanchez,Ricardo Jose,Ricardo,08/17/2020,
sancr101,Sanchez,Raul Guadalupe (Rodriguez),Raul,04/17/1952,NOT
sancs001,Sanchez,Sixto,Sixto,08/22/2020,
sanct001,Sanchez,Jorge Anthony,Tony,06/23/2013,NOT
sanda001,Sanders,Anthony Marcus,Anthony,04/26/1999,NOT
sandb101,Sanders,Alexander Bennett,Ben,06/06/1888,NOT
sandc101,Sands,Charles Duane,Charlie,06/21/1967,NOT
sandd001,Sanders,Deion Luwynn,Deion,05/31/1989,NOT
sandd002,Sanders,David Andrew,David,04/23/2003,NOT
sandd003,Sandoval,Danny E.,Danny,07/17/2005,NOT
sandd101,Sanders,Dee Wilman,Dee,08/12/1945,NOT
sandf001,Sandoval,Freddy Carol (Herrera),Freddy,09/08/2008,NOT
sandh101,Sand,John Henry,Heinie,04/17/1923,NOT
sandj001,Sandberg,Jared Lawrence,Jared,08/07/2001,NOT
sandj002,Sands,Gerald Robert,Jerry,04/18/2011,NOT
sandj101,Sanders,John Frank,John,04/13/1965,NOT
sandk101,Sanders,Kenneth George,Ken,08/06/1964,NOT
sandm101,Sandlock,Michael Joseph,Mike,09/19/1942,NOT
sandn001,Sandlin,Nick,Nick,05/01/2021,
sandp001,Sandoval,Pablo Emilio,Pablo,08/14/2008,NOT
sandp002,Sandoval,Patrick Jordan,Patrick,08/05/2019,
sandr001,Sandberg,Ryne Dee,Ryne,09/02/1981,NOT
sandr002,Sanders,Reginald Laverne,Reggie,08/22/1991,NOT
sandr101,Sanders,Roy Lee,Roy,08/06/1918,NOT
sandr102,Sanders,Raymond Floyd,Ray,04/14/1942,NOT
sandr103,Sanders,Reginald Jerome,Reggie,09/01/1974,NOT
sandr104,Sanders,Roy Garvin,Roy,04/16/1917,NOT
sands001,Sanderson,Scott Douglas,Scott,08/06/1978,NOT
sands002,Sanders,Scott Gerald,Scott,08/06/1993,NOT
sandt101,Sandt,Thomas James,Tommy,06/29/1975,NOT
sandw101,Sanders,Warren Williams,War,04/18/1903,NOT
sanfc001,Sanford,Chance Steven,Chance,04/30/1998,NOT
sanff101,Sanford,John Frederick,Fred,05/05/1943,NOT
sanfj101,Sanford,John Stanley,Jack,09/16/1956,NOT
sanfj102,Sanford,John Doward,Jack,08/24/1940,NOT
sanfm001,Sanford,Meredith Leroy,Mo,08/09/1991,NOT
sangm101,Sanguillen,Manuel de Jesus (Magan),Manny,07/23/1967,NOT
sania001,Sanit,Amauri (Sabouren),Amauri,05/12/2011,NOT
sanie101,Sanicki,Edward Robert,Ed,09/14/1949,NOT
sankb101,Sankey,Benjamin Turner,Ben,10/05/1929,NOT
sanmr001,Sanmartin,Reiver Jose,Reiver,09/27/2021,
sanom001,Sano,Miguel Angel (Jean),Miguel,07/02/2015,NOT
santa001,Santana,Andres Confesor (Belonis),Andres,09/16/1990,NOT
santa002,Santos,Angel Ramon,Angel,09/08/2001,NOT
santa003,Santander,Anthony Roger,Anthony,08/18/2017,NOT
santa004,Santos,Antonio Nathanahel,Antonio,09/01/2020,
santa101,Santorini,Alan Joel,Al,09/10/1968,NOT
santb001,Santiago,Benito (Rivera),Benito,09/14/1986,NOT
santc001,Santos,Chad Roque,Chad,07/16/2006,NOT
santc002,Santana,Carlos,Carlos,06/11/2010,NOT
santd001,Santana,Daniel Ernesto,Danny,05/05/2014,NOT
santd002,Santana,Domingo Alberto,Domingo,07/01/2014,NOT
santd003,Santana,Dennis Anfernee,Dennis,06/01/2018,NOT
sante001,Santana,Ervin Ramon,Ervin,05/17/2005,NOT
sante002,Santana,Edgar,Edgar,06/10/2017,NOT
sante101,Santry,Edward,Edward,08/07/1884,NOT
santf001,Santangelo,Frank-Paul,F.P.,08/02/1995,NOT
santf002,Santos,Francisco Alejandro,Francisco,06/18/2003,NOT
santg001,Santos,Gregory Omar,Gregory,04/22/2021,
santh001,Santiago,Hector Felipe,Hector,07/06/2011,NOT
santj001,Santana,Julio Franklin,Julio,04/06/1997,NOT
santj002,Santiago,Jose Rafael (Fuentes),Jose,06/07/1997,NOT
santj003,Santana,Johan Alexander,Johan,04/03/2000,NOT
santj101,Santiago,Jose Rafael (Alfonso),Jose,09/09/1963,NOT
santj102,Santiago,Jose Guillermo (Guzman),Jose,04/17/1954,NOT
santl001,Santos,Luis Gustavo,Luis,09/02/2017,NOT
santm001,Santana,Marino (Castro),Marino,09/04/1998,NOT
santn001,Santovenia,Nelson Gil (Mayol),Nelson,09/16/1987,NOT
santo001,Santos,Omir (Rios),Omir,09/05/2008,NOT
santp001,Santana,Pedro,Pedro,07/16/2001,NOT
santr001,Santana,Rafael Francisco (De La Cruz),Rafael,04/05/1983,NOT
santr002,Santiago,Ramon D.,Ramon,05/17/2002,NOT
santr101,Santo Domingo,Rafael (Molina),Rafael,09/07/1979,NOT
santr102,Santo,Ronald Edward,Ron,06/26/1960,HOF
